Gene Name,Score
{'feature_is_filtered': False, 'original_gene_symbols': 'MT-ND1', 'feature_name': 'MT-ND1', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 956, 'n_cells': 19917, 'highly_variable': True, 'means': 2.8550526575147552, 'dispersions': 3.8969724045064207, 'dispersions_norm': 0.14370781183242798},0.0261
{'feature_is_filtered': False, 'original_gene_symbols': 'KIF16B', 'feature_name': 'KIF16B', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 7733, 'n_cells': 5065, 'highly_variable': True, 'means': 0.2702121520604342, 'dispersions': 1.7938352051669608, 'dispersions_norm': 0.2490156888961792},0.0014
{'feature_is_filtered': False, 'original_gene_symbols': 'MED29', 'feature_name': 'MED29', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 3839, 'n_cells': 5652, 'highly_variable': True, 'means': 0.291364324672507, 'dispersions': 2.3121402128700987, 'dispersions_norm': 1.5023525953292847},0.0014
{'feature_is_filtered': False, 'original_gene_symbols': 'ANAPC4', 'feature_name': 'ANAPC4', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 7444, 'n_cells': 3749, 'highly_variable': True, 'means': 0.2249108163953315, 'dispersions': 2.223630224637185, 'dispersions_norm': 1.2883225679397583},0.0014
{'feature_is_filtered': False, 'original_gene_symbols': 'DICER1', 'feature_name': 'DICER1', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 22151, 'n_cells': 8660, 'highly_variable': True, 'means': 0.452469812873777, 'dispersions': 1.9649534853630881, 'dispersions_norm': -0.04482468217611313},0.0014
{'feature_is_filtered': False, 'original_gene_symbols': 'CDC42EP4', 'feature_name': 'CDC42EP4', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 4837, 'n_cells': 6370, 'highly_variable': True, 'means': 0.2830127823457081, 'dispersions': 1.6798055638326754, 'dispersions_norm': -0.026724575087428093},0.0014
{'feature_is_filtered': False, 'original_gene_symbols': 'PAK1', 'feature_name': 'PAK1', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 6021, 'n_cells': 7577, 'highly_variable': True, 'means': 0.3957388205017062, 'dispersions': 2.0076242333326304, 'dispersions_norm': 0.058030709624290466},0.0014
{'feature_is_filtered': False, 'original_gene_symbols': 'CCDC59', 'feature_name': 'CCDC59', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 3518, 'n_cells': 7616, 'highly_variable': True, 'means': 0.3482178949446115, 'dispersions': 2.0156761617166383, 'dispersions_norm': 0.07743941992521286},0.0014
{'feature_is_filtered': False, 'original_gene_symbols': 'PCDH7', 'feature_name': 'PCDH7', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 12903, 'n_cells': 3954, 'highly_variable': True, 'means': 0.2747804686052299, 'dispersions': 2.268508170865879, 'dispersions_norm': 1.3968439102172852},0.0014
{'feature_is_filtered': False, 'original_gene_symbols': 'DZIP1L', 'feature_name': 'DZIP1L', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 5045, 'n_cells': 2782, 'highly_variable': True, 'means': 0.25933815184065917, 'dispersions': 2.5721986600732123, 'dispersions_norm': 2.131211757659912},0.0014
{'feature_is_filtered': False, 'original_gene_symbols': 'SLC3A2', 'feature_name': 'SLC3A2', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 6392, 'n_cells': 7647, 'highly_variable': True, 'means': 0.3300153297883769, 'dispersions': 1.531586832627144, 'dispersions_norm': -0.38513901829719543},0.0014
{'feature_is_filtered': False, 'original_gene_symbols': 'NUDCD2', 'feature_name': 'NUDCD2', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 8809, 'n_cells': 6719, 'highly_variable': True, 'means': 0.2518884076682643, 'dispersions': 1.7395945718578347, 'dispersions_norm': 0.11785394698381424},0.0014
{'feature_is_filtered': False, 'original_gene_symbols': 'ITGB8', 'feature_name': 'ITGB8', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 15156, 'n_cells': 5228, 'highly_variable': True, 'means': 0.2971608123743039, 'dispersions': 2.100642261329786, 'dispersions_norm': 0.9909197688102722},0.0014
{'feature_is_filtered': False, 'original_gene_symbols': 'MRPS18B', 'feature_name': 'MRPS18B', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 1757, 'n_cells': 8384, 'highly_variable': True, 'means': 0.46716316790033174, 'dispersions': 2.3507256287070337, 'dispersions_norm': 0.8850569725036621},0.0014
{'feature_is_filtered': False, 'original_gene_symbols': 'DNALI1', 'feature_name': 'DNALI1', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 4456, 'n_cells': 4923, 'highly_variable': True, 'means': 0.4631939126333466, 'dispersions': 2.441761881228766, 'dispersions_norm': 1.1044946908950806},0.0014
{'feature_is_filtered': False, 'original_gene_symbols': 'PAFAH1B2', 'feature_name': 'PAFAH1B2', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 7084, 'n_cells': 7314, 'highly_variable': True, 'means': 0.3012788734005546, 'dispersions': 1.6493999149362997, 'dispersions_norm': -0.10024985671043396},0.0014
{'feature_is_filtered': False, 'original_gene_symbols': 'CLPX', 'feature_name': 'CLPX', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 5461, 'n_cells': 5049, 'highly_variable': True, 'means': 0.23314451102859823, 'dispersions': 2.122206388763334, 'dispersions_norm': 1.0430649518966675},0.0014
{'feature_is_filtered': False, 'original_gene_symbols': 'MKRN1', 'feature_name': 'MKRN1', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 5843, 'n_cells': 8355, 'highly_variable': True, 'means': 0.37876171784244606, 'dispersions': 1.9065262532489333, 'dispersions_norm': -0.18566018342971802},0.0014
{'feature_is_filtered': False, 'original_gene_symbols': 'LSM6', 'feature_name': 'LSM6', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 3975, 'n_cells': 7041, 'highly_variable': True, 'means': 0.2906685830090328, 'dispersions': 1.9015624293081024, 'dispersions_norm': 0.5095157623291016},0.0014
{'feature_is_filtered': False, 'original_gene_symbols': 'ENSG00000252840;SNORA16;SNHG12;SNORA16-1;AL137247.1', 'feature_name': 'SNHG12', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 4266, 'n_cells': 5305, 'highly_variable': True, 'means': 0.22971862852490935, 'dispersions': 1.6679618731617614, 'dispersions_norm': -0.05536434054374695},0.0014
{'feature_is_filtered': False, 'original_gene_symbols': 'OARD1', 'feature_name': 'OARD1', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 6529, 'n_cells': 6814, 'highly_variable': True, 'means': 0.3217287452413047, 'dispersions': 2.184225821910298, 'dispersions_norm': 1.1930370330810547},0.0014
{'feature_is_filtered': False, 'original_gene_symbols': 'SNRPB2', 'feature_name': 'SNRPB2', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 2608, 'n_cells': 9063, 'highly_variable': True, 'means': 0.4239465602896611, 'dispersions': 1.8428305121751534, 'dispersions_norm': -0.3391951024532318},0.0014
{'feature_is_filtered': False, 'original_gene_symbols': 'DLD', 'feature_name': 'DLD', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 5102, 'n_cells': 6702, 'highly_variable': True, 'means': 0.303152185932536, 'dispersions': 2.041607359437151, 'dispersions_norm': 0.8481647968292236},0.0014
{'feature_is_filtered': False, 'original_gene_symbols': 'ARHGAP12', 'feature_name': 'ARHGAP12', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 5944, 'n_cells': 7857, 'highly_variable': True, 'means': 0.4234620017469957, 'dispersions': 1.9593006432056987, 'dispersions_norm': -0.05845053493976593},0.0014
{'feature_is_filtered': False, 'original_gene_symbols': 'PIAS2', 'feature_name': 'PIAS2', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 17535, 'n_cells': 5267, 'highly_variable': True, 'means': 0.25690067512620185, 'dispersions': 1.8441686025494366, 'dispersions_norm': 0.37072914838790894},0.0014
{'feature_is_filtered': False, 'original_gene_symbols': 'XPNPEP1', 'feature_name': 'XPNPEP1', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 6691, 'n_cells': 4546, 'highly_variable': True, 'means': 0.23352475062997746, 'dispersions': 2.193568733845014, 'dispersions_norm': 1.2156294584274292},0.0014
{'feature_is_filtered': False, 'original_gene_symbols': 'CTCF', 'feature_name': 'CTCF', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 10106, 'n_cells': 6024, 'highly_variable': True, 'means': 0.2817500394646312, 'dispersions': 1.8882986706357474, 'dispersions_norm': 0.47744208574295044},0.0014
{'feature_is_filtered': False, 'original_gene_symbols': 'NWD1', 'feature_name': 'NWD1', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 9132, 'n_cells': 3288, 'highly_variable': True, 'means': 0.23715033714224323, 'dispersions': 2.0746282904806357, 'dispersions_norm': 0.9280142188072205},0.0014
{'feature_is_filtered': False, 'original_gene_symbols': 'DIP2A', 'feature_name': 'DIP2A', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 13758, 'n_cells': 5168, 'highly_variable': True, 'means': 0.2453701848175941, 'dispersions': 1.6143107427276204, 'dispersions_norm': -0.18510058522224426},0.0014
{'feature_is_filtered': False, 'original_gene_symbols': 'KCTD12', 'feature_name': 'KCTD12', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 6231, 'n_cells': 3883, 'highly_variable': True, 'means': 0.2798709329565676, 'dispersions': 2.151712121707367, 'dispersions_norm': 1.114414095878601},0.0014
{'feature_is_filtered': False, 'original_gene_symbols': 'DMTF1', 'feature_name': 'DMTF1', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 9369, 'n_cells': 4971, 'highly_variable': True, 'means': 0.2762270656418332, 'dispersions': 1.795296149756213, 'dispersions_norm': 0.2525484561920166},0.0014
{'feature_is_filtered': False, 'original_gene_symbols': 'SPECC1L', 'feature_name': 'SPECC1L', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 7461, 'n_cells': 2866, 'highly_variable': True, 'means': 0.2219282175746739, 'dispersions': 2.6047375099677113, 'dispersions_norm': 2.209895372390747},0.0014
{'feature_is_filtered': False, 'original_gene_symbols': 'PCAT1;AC083923.2;RP11-89K10.1;ENSG00000254286', 'feature_name': 'PCAT1', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 18491, 'n_cells': 3533, 'highly_variable': True, 'means': 0.3141883225558978, 'dispersions': 2.0250588250273207, 'dispersions_norm': 0.8081480264663696},0.0014
{'feature_is_filtered': False, 'original_gene_symbols': 'RPAP2', 'feature_name': 'RPAP2', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 17048, 'n_cells': 6102, 'highly_variable': True, 'means': 0.3514403432168707, 'dispersions': 2.1950252485605057, 'dispersions_norm': 0.5097501277923584},0.0014
{'feature_is_filtered': False, 'original_gene_symbols': 'ACAA1', 'feature_name': 'ACAA1', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 7106, 'n_cells': 7334, 'highly_variable': True, 'means': 0.2930098268063667, 'dispersions': 1.672799537893238, 'dispersions_norm': -0.04366616532206535},0.0014
{'feature_is_filtered': False, 'original_gene_symbols': 'LAMC2', 'feature_name': 'LAMC2', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 6770, 'n_cells': 4996, 'highly_variable': True, 'means': 0.3584035326510686, 'dispersions': 2.3340285558306353, 'dispersions_norm': 0.8448096513748169},0.0014
{'feature_is_filtered': False, 'original_gene_symbols': 'GRSF1', 'feature_name': 'GRSF1', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 7736, 'n_cells': 7612, 'highly_variable': True, 'means': 0.29026859068624855, 'dispersions': 1.6703567236946566, 'dispersions_norm': -0.04957324638962746},0.0014
{'feature_is_filtered': False, 'original_gene_symbols': 'ATAD1', 'feature_name': 'ATAD1', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 5745, 'n_cells': 6710, 'highly_variable': True, 'means': 0.30873326262661066, 'dispersions': 1.8696842261978632, 'dispersions_norm': 0.43242964148521423},0.0014
{'feature_is_filtered': False, 'original_gene_symbols': 'CEBPZ-AS1;AC007390.5;CEBPZOS', 'feature_name': 'CEBPZOS', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 4700, 'n_cells': 6809, 'highly_variable': True, 'means': 0.30402539391044386, 'dispersions': 1.9402525790301828, 'dispersions_norm': 0.6030741930007935},0.0014
{'feature_is_filtered': False, 'original_gene_symbols': 'APTX', 'feature_name': 'APTX', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 15614, 'n_cells': 4984, 'highly_variable': True, 'means': 0.23863581491818733, 'dispersions': 1.958099325022343, 'dispersions_norm': 0.6462302207946777},0.0014
{'feature_is_filtered': False, 'original_gene_symbols': 'DROSHA', 'feature_name': 'DROSHA', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 7782, 'n_cells': 3565, 'highly_variable': True, 'means': 0.20630159927982764, 'dispersions': 2.0489120242099723, 'dispersions_norm': 0.8658285140991211},0.0014
{'feature_is_filtered': False, 'original_gene_symbols': 'TEKT1', 'feature_name': 'TEKT1', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 3847, 'n_cells': 3643, 'highly_variable': True, 'means': 0.3837571566766119, 'dispersions': 2.31999537877575, 'dispersions_norm': 0.8109834790229797},0.0014
{'feature_is_filtered': False, 'original_gene_symbols': 'KCMF1', 'feature_name': 'KCMF1', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 7968, 'n_cells': 7275, 'highly_variable': True, 'means': 0.3142110723808498, 'dispersions': 1.5578280290737987, 'dispersions_norm': -0.32168400287628174},0.0014
{'feature_is_filtered': False, 'original_gene_symbols': 'ZC3H7A', 'feature_name': 'ZC3H7A', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 7067, 'n_cells': 6955, 'highly_variable': True, 'means': 0.40972914769455526, 'dispersions': 2.140414676999921, 'dispersions_norm': 0.3781144618988037},0.0014
{'feature_is_filtered': False, 'original_gene_symbols': 'ISG15', 'feature_name': 'ISG15', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 867, 'n_cells': 4751, 'highly_variable': True, 'means': 0.24719212448529349, 'dispersions': 2.1468010775376754, 'dispersions_norm': 1.1025384664535522},0.0014
{'feature_is_filtered': False, 'original_gene_symbols': 'RAPGEF2', 'feature_name': 'RAPGEF2', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 13275, 'n_cells': 8500, 'highly_variable': True, 'means': 0.5313569499839126, 'dispersions': 1.7983984727325903, 'dispersions_norm': -0.44629600644111633},0.0014
{'feature_is_filtered': False, 'original_gene_symbols': 'AGPAT3', 'feature_name': 'AGPAT3', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 12315, 'n_cells': 6385, 'highly_variable': True, 'means': 0.3498886322837629, 'dispersions': 2.0666138788255806, 'dispersions_norm': 0.20022186636924744},0.0014
{'feature_is_filtered': False, 'original_gene_symbols': 'ARHGEF26', 'feature_name': 'ARHGEF26', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 5459, 'n_cells': 3558, 'highly_variable': True, 'means': 0.22810260249398973, 'dispersions': 1.8269867981851577, 'dispersions_norm': 0.329181045293808},0.0014
{'feature_is_filtered': False, 'original_gene_symbols': 'CALU', 'feature_name': 'CALU', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 6342, 'n_cells': 8483, 'highly_variable': True, 'means': 0.39181016862905377, 'dispersions': 1.954375573893326, 'dispersions_norm': -0.07032213360071182},0.0014
{'feature_is_filtered': False, 'original_gene_symbols': 'NEK11', 'feature_name': 'NEK11', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 5355, 'n_cells': 4569, 'highly_variable': True, 'means': 0.33556249878493305, 'dispersions': 2.2555648896136464, 'dispersions_norm': 0.6556774377822876},0.0014
{'feature_is_filtered': False, 'original_gene_symbols': 'SSR1', 'feature_name': 'SSR1', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 11349, 'n_cells': 9279, 'highly_variable': True, 'means': 0.41460008903562684, 'dispersions': 1.807111537831469, 'dispersions_norm': -0.4252936542034149},0.0014
{'feature_is_filtered': False, 'original_gene_symbols': 'CDK17', 'feature_name': 'CDK17', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 6467, 'n_cells': 4856, 'highly_variable': True, 'means': 0.2531066395415887, 'dispersions': 1.6055967665015252, 'dispersions_norm': -0.20617224276065826},0.0014
{'feature_is_filtered': False, 'original_gene_symbols': 'PHTF1', 'feature_name': 'PHTF1', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 7170, 'n_cells': 4477, 'highly_variable': True, 'means': 0.23923801275797588, 'dispersions': 2.0444261346592616, 'dispersions_norm': 0.854981005191803},0.0014
{'feature_is_filtered': False, 'original_gene_symbols': 'SPICE1', 'feature_name': 'SPICE1', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 7941, 'n_cells': 3774, 'highly_variable': True, 'means': 0.21152467356375115, 'dispersions': 1.9884862613434975, 'dispersions_norm': 0.7197102308273315},0.0014
{'feature_is_filtered': False, 'original_gene_symbols': 'NCEH1', 'feature_name': 'NCEH1', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 4808, 'n_cells': 4641, 'highly_variable': True, 'means': 0.27583482089893596, 'dispersions': 1.7321828738596399, 'dispersions_norm': 0.09993138164281845},0.0014
{'feature_is_filtered': False, 'original_gene_symbols': 'ACSL1', 'feature_name': 'ACSL1', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 6505, 'n_cells': 7113, 'highly_variable': True, 'means': 0.41097048609001036, 'dispersions': 1.945642781599277, 'dispersions_norm': -0.09137202799320221},0.0014
{'feature_is_filtered': False, 'original_gene_symbols': 'KIAA1551;RESF1', 'feature_name': 'RESF1', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 6646, 'n_cells': 3880, 'highly_variable': True, 'means': 0.25882337008406947, 'dispersions': 2.3143466951001144, 'dispersions_norm': 1.5076881647109985},0.0014
{'feature_is_filtered': False, 'original_gene_symbols': 'TMEM41A', 'feature_name': 'TMEM41A', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 8668, 'n_cells': 6024, 'highly_variable': True, 'means': 0.26948610608066104, 'dispersions': 1.7414518575226317, 'dispersions_norm': 0.12234512716531754},0.0014
{'feature_is_filtered': False, 'original_gene_symbols': 'RCAN1', 'feature_name': 'RCAN1', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 6964, 'n_cells': 3827, 'highly_variable': True, 'means': 0.2053100013706829, 'dispersions': 1.7519393159242331, 'dispersions_norm': 0.1477053314447403},0.0014
{'feature_is_filtered': False, 'original_gene_symbols': 'SYTL2', 'feature_name': 'SYTL2', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 11258, 'n_cells': 5837, 'highly_variable': True, 'means': 0.4876376569920422, 'dispersions': 2.553130117951914, 'dispersions_norm': 1.3729413747787476},0.0014
{'feature_is_filtered': False, 'original_gene_symbols': 'RP11-381O7.3;RP11-236F9.2;ENSG00000261522;AL845321.1;MTHFD1L;ENSG00000182021;LOC100133920;ENSG00000184906;ENSG00000228522;AL591379.1', 'feature_name': 'MTHFD1L', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 4891, 'n_cells': 4289, 'highly_variable': True, 'means': 0.24850781628791224, 'dispersions': 1.816838390295134, 'dispersions_norm': 0.3046407401561737},0.0014
{'feature_is_filtered': False, 'original_gene_symbols': 'SLBP', 'feature_name': 'SLBP', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 1884, 'n_cells': 7080, 'highly_variable': True, 'means': 0.3019252672218404, 'dispersions': 1.8292155382005275, 'dispersions_norm': 0.3345704674720764},0.0014
{'feature_is_filtered': False, 'original_gene_symbols': 'ANKZF1', 'feature_name': 'ANKZF1', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 6103, 'n_cells': 4025, 'highly_variable': True, 'means': 0.23113272071776256, 'dispersions': 2.283184691604075, 'dispersions_norm': 1.4323339462280273},0.0014
{'feature_is_filtered': False, 'original_gene_symbols': 'RHOBTB3', 'feature_name': 'RHOBTB3', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 8827, 'n_cells': 7827, 'highly_variable': True, 'means': 0.4242180832044455, 'dispersions': 1.9688771389844655, 'dispersions_norm': -0.03536694124341011},0.0014
{'feature_is_filtered': False, 'original_gene_symbols': 'ENSG00000185839;AK2', 'feature_name': 'AK2', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 17967, 'n_cells': 9101, 'highly_variable': True, 'means': 0.4006877782768493, 'dispersions': 1.832395190055893, 'dispersions_norm': -0.3643488585948944},0.0014
{'feature_is_filtered': False, 'original_gene_symbols': 'RAPGEF1', 'feature_name': 'RAPGEF1', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 7243, 'n_cells': 5591, 'highly_variable': True, 'means': 0.35691879973444074, 'dispersions': 1.9389017577017165, 'dispersions_norm': -0.10762088000774384},0.0014
{'feature_is_filtered': False, 'original_gene_symbols': 'KIF1C', 'feature_name': 'KIF1C', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 8578, 'n_cells': 5525, 'highly_variable': True, 'means': 0.242622417463999, 'dispersions': 2.0132788124496632, 'dispersions_norm': 0.7796622514724731},0.0014
{'feature_is_filtered': False, 'original_gene_symbols': 'ELMO1', 'feature_name': 'ELMO1', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 10999, 'n_cells': 3104, 'highly_variable': True, 'means': 0.29860947930068427, 'dispersions': 2.3474720626936296, 'dispersions_norm': 1.5877901315689087},0.0014
{'feature_is_filtered': False, 'original_gene_symbols': 'CEP112', 'feature_name': 'CEP112', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 13139, 'n_cells': 6547, 'highly_variable': True, 'means': 0.4341833015250962, 'dispersions': 1.8316281424324399, 'dispersions_norm': -0.366197794675827},0.0014
{'feature_is_filtered': False, 'original_gene_symbols': 'TP53BP1', 'feature_name': 'TP53BP1', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 12976, 'n_cells': 5736, 'highly_variable': True, 'means': 0.33130266262473457, 'dispersions': 2.089342047898164, 'dispersions_norm': 0.9635941982269287},0.0014
{'feature_is_filtered': False, 'original_gene_symbols': 'AURKAPS1;RAB3GAP2', 'feature_name': 'RAB3GAP2', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 21916, 'n_cells': 6710, 'highly_variable': True, 'means': 0.3450585190149985, 'dispersions': 1.8403941502241987, 'dispersions_norm': -0.3450678288936615},0.0014
{'feature_is_filtered': False, 'original_gene_symbols': 'ABHD11', 'feature_name': 'ABHD11', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 2274, 'n_cells': 6191, 'highly_variable': True, 'means': 0.25369918952637205, 'dispersions': 1.6622433152860736, 'dispersions_norm': -0.06919264793395996},0.0014
{'feature_is_filtered': False, 'original_gene_symbols': 'KIAA1009;CEP162', 'feature_name': 'CEP162', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 5426, 'n_cells': 4598, 'highly_variable': True, 'means': 0.4018926524169306, 'dispersions': 2.7233562601577637, 'dispersions_norm': 1.783261775970459},0.0014
{'feature_is_filtered': False, 'original_gene_symbols': 'HSCB', 'feature_name': 'HSCB', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 1454, 'n_cells': 5238, 'highly_variable': True, 'means': 0.22938416758473223, 'dispersions': 2.0455914606268224, 'dispersions_norm': 0.8577989339828491},0.0014
{'feature_is_filtered': False, 'original_gene_symbols': 'CC2D2A', 'feature_name': 'CC2D2A', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 14588, 'n_cells': 5745, 'highly_variable': True, 'means': 0.42701488606443866, 'dispersions': 2.394740092619106, 'dispersions_norm': 0.9911513328552246},0.0014
{'feature_is_filtered': False, 'original_gene_symbols': 'SMARCAD1', 'feature_name': 'SMARCAD1', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 6313, 'n_cells': 5091, 'highly_variable': True, 'means': 0.29622321289922443, 'dispersions': 2.214069970642001, 'dispersions_norm': 1.2652044296264648},0.0014
{'feature_is_filtered': False, 'original_gene_symbols': 'CRK', 'feature_name': 'CRK', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 4064, 'n_cells': 7960, 'highly_variable': True, 'means': 0.31835331989116716, 'dispersions': 1.5142874564007962, 'dispersions_norm': -0.426971435546875},0.0014
{'feature_is_filtered': False, 'original_gene_symbols': 'MFAP1', 'feature_name': 'MFAP1', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 2261, 'n_cells': 5387, 'highly_variable': True, 'means': 0.37927130967769934, 'dispersions': 2.640858996586324, 'dispersions_norm': 1.584406852722168},0.0014
{'feature_is_filtered': False, 'original_gene_symbols': 'THYN1', 'feature_name': 'THYN1', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 2119, 'n_cells': 5573, 'highly_variable': True, 'means': 0.2567727151232907, 'dispersions': 2.2368332307651686, 'dispersions_norm': 1.320249319076538},0.0014
{'feature_is_filtered': False, 'original_gene_symbols': 'SLC31A1', 'feature_name': 'SLC31A1', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 5145, 'n_cells': 7294, 'highly_variable': True, 'means': 0.39007921742706, 'dispersions': 2.033409770883291, 'dispersions_norm': 0.12018527090549469},0.0014
{'feature_is_filtered': False, 'original_gene_symbols': 'USP9Y;TTTY15', 'feature_name': 'USP9Y', 'feature_reference': 'NCBITaxon:9606', 'feature_biotype': 'gene', 'feature_length': 18224, 'n_cells': 3907, 'highly_variable': True, 'means': 0.2656466706143235, 'dispersions': 1.8304285621869765, 'dispersions_norm': 0.33750373125076294},0.0014
